customer_id,suspicious_activity
SYNCID0000003687,High Frequency Transactions: transaction_count > 224.00
SYNCID0000003694,High Frequency Transactions: transaction_count > 224.00
SYNCID0000003696,High Frequency Transactions: transaction_count > 224.00
SYNCID0000003698,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003699,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003704,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000003737,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003740,High Frequency Transactions: transaction_count > 224.00
SYNCID0000003741,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000003749,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000003751,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003753,High Frequency Transactions: transaction_count > 224.00
SYNCID0000003756,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003761,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003766,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003772,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000003782,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000003792,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000003796,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000003802,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003826,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003830,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000003834,High Frequency Transactions: transaction_count > 224.00
SYNCID0000003840,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003842,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003843,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003863,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003879,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000003894,High Frequency Transactions: transaction_count > 224.00
SYNCID0000003897,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003906,High Frequency Transactions: transaction_count > 224.00
SYNCID0000003912,High Frequency Transactions: transaction_count > 224.00
SYNCID0000003918,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003923,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000003927,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000003940,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000003942,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003948,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003956,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000003960,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003966,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000003968,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000003970,High Frequency Transactions: transaction_count > 224.00
SYNCID0000003991,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004002,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004013,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004028,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004034,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004039,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004062,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004068,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004072,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004073,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004077,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004084,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004090,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004098,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004099,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004105,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004106,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004110,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004116,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004137,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004142,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004143,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004145,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004155,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004163,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004164,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004179,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004191,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004194,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004198,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004199,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004200,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004206,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004212,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004234,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004235,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004252,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004253,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004258,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004260,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004287,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004292,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004305,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004319,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004322,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004328,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004341,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004346,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004352,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004370,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004380,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004381,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004383,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004389,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004391,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004393,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004413,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004415,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004420,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004422,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004424,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004430,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004433,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004439,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004454,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004455,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004466,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004468,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004485,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004491,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004502,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004503,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004505,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004512,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004513,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004525,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004531,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004533,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004534,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004540,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004553,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004558,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004564,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004588,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004589,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004596,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004608,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004620,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004629,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004638,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004644,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004647,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004667,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004669,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004677,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004686,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004701,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004706,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004707,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004725,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | High-Risk Industry + Large Volume: industry_code in high_risk_industries & total_amount > 739379.64 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004730,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004757,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004766,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004782,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004783,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004784,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004785,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004789,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004791,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004795,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004806,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004828,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004846,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004861,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004870,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004894,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000004897,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004900,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004901,High Frequency Transactions: transaction_count > 224.00
SYNCID0000004923,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004935,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000004936,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004937,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004959,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004994,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000004995,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005013,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005021,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005028,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005030,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005052,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005077,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005084,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005095,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005110,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005116,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005123,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005125,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005131,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005137,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005140,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005141,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005143,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005158,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005162,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005163,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005164,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005170,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005180,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005185,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005186,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005205,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005231,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005234,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005237,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005242,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005244,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005248,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005251,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005260,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005262,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005277,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005282,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005283,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005293,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005296,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005304,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005305,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005308,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005322,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005327,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005332,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005342,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005353,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005365,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005388,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005398,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005404,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005410,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005413,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005427,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005428,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005429,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005430,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005434,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005438,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005441,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005448,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005458,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005467,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005470,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005479,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005490,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005493,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005498,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005500,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005502,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005515,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005526,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005538,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005539,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005544,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005567,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005577,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005579,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005583,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005591,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005597,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005599,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005603,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005606,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005610,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005624,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005648,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005657,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005659,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005662,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005673,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005678,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005684,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005701,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005710,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005718,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005724,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005725,"High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00 | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005726,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005729,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005730,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005731,High Frequency Transactions: transaction_count > 224.00
SYNCID0000005735,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005746,High Value Transactions: total_amount > 739379.64 CAD
SYNCID0000005754,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005757,High Value Transactions: total_amount > 739379.64 CAD | High Frequency Transactions: transaction_count > 224.00
SYNCID0000005766,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
SYNCID0000005768,"High Value Transactions: total_amount > 739379.64 CAD | Inconsistent Business Profile: no employees or sales, yet large transaction volume"
